Entité;Localisation de la station;Coordonnées;Paramètres mesurés;Source;Unité de mesure;Mesure;Dernière mise à jour;Commune;EPCI;Département;Région
AIRPARIF;France - AIRPARIF - Boulevard Soult;48.83795,2.4080598;NO2;EEA France;µg/m³;40.25;2017-07-18T21:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Bourg-en-Bresse;46.211643,5.2263894;O3;EEA France;µg/m³;76.15;2017-05-25T12:00:00+02:00;Bourg-en-Bresse;CA du Bassin de Bourg-en-Bresse;AIN;AUVERGNE-RHONE-ALPES
AIR BREIZH;France - AIR BREIZH - Brest Pen ar Streat;48.40906,-4.4751105;O3;EEA France;µg/m³;90.77;2017-06-26T15:00:00+02:00;Brest;Brest Métropole;FINISTERE;BRETAGNE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - CHAMBERY LE HAUT;45.596676,5.918613;O3;EEA France;µg/m³;90.63;2017-05-25T12:00:00+02:00;Chambéry;CA du Grand Chambéry;SAVOIE;AUVERGNE-RHONE-ALPES
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Cappelle;50.995964,2.3662703;PM2.5;EEA France;µg/m³;14.23;2017-05-25T12:00:00+02:00;Cappelle-la-Grande;CU de Dunkerque;NORD;HAUTS-DE-FRANCE
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - DELACROIX;46.66072,-1.4368284;NO2;EEA France;µg/m³;4.4;2017-05-25T12:00:00+02:00;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;VENDEE;PAYS DE LA LOIRE
AIR PACA;France - AIR PACA - ESTEREL;43.43781,6.7683926;O3;EEA France;µg/m³;116.25;2017-07-18T22:00:00+02:00;Fréjus;CA Var Esterel Méditerranée (Cavem);VAR;PROVENCE-ALPES-COTE D'AZUR
Yvelines;France - Yvelines - FR04038;48.581936,1.883336;NO2;EEA France;µg/m³;2.1;2020-04-28T20:00:00+02:00;Sonchamp;CA Rambouillet Territoires;YVELINES;ILE-DE-FRANCE
Seine-Saint-Denis;France - Seine-Saint-Denis - FR04123;48.90224,2.3908303;NO2;EEA France;µg/m³;23.8;2020-04-28T20:00:00+02:00;Pantin;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
Seine-Saint-Denis;France - Seine-Saint-Denis - FR04156;48.902477,2.4524996;PM2.5;EEA France;µg/m³;1.9;2020-04-28T17:00:00+02:00;Bobigny;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
Seine-Maritime;France - Seine-Maritime - FR05074;49.48961,0.10070294;PM10;EEA France;µg/m³;7.6;2020-04-28T20:00:00+02:00;Le Havre;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
Seine-Maritime;France - Seine-Maritime - FR05087;49.498295,0.758833;O3;EEA France;µg/m³;81.3;2020-04-28T20:00:00+02:00;Notre-Dame-de-Bliquetuit;CA Caux Seine Agglo;SEINE-MARITIME;NORMANDIE
Nord;France - Nord - FR06006;50.36426,3.5227344;NO2;EEA France;µg/m³;24.2;2020-04-28T19:00:00+02:00;Valenciennes;CA Valenciennes Métropole;NORD;HAUTS-DE-FRANCE
Haute-Corse;France - Haute-Corse - FR41024;42.236088,9.190035;NO2;EEA France;µg/m³;0.3;2020-04-28T20:00:00+02:00;Venaco;CC du Centre Corse;HAUTE-CORSE;CORSE
Haute-Corse;France - Haute-Corse - FR41024;42.236088,9.190035;PM2.5;EEA France;µg/m³;2.1;2020-04-28T20:00:00+02:00;Venaco;CC du Centre Corse;HAUTE-CORSE;CORSE
Doubs;France - Doubs - FR82070;47.35127,6.3597217;PM2.5;EEA France;µg/m³;4.5;2020-04-28T18:00:00+02:00;Baume-les-Dames;CC du Doubs Baumois;DOUBS;BOURGOGNE-FRANCHE-COMTE
ATMO GRAND EST;France - ATMO GRAND EST - FlOville;48.6215,6.194926;NO2;EEA France;µg/m³;7.27;2017-07-16T12:00:00+02:00;Fléville-devant-Nancy;Métropole du Grand Nancy;MEURTHE-ET-MOSELLE;GRAND EST
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Gauzy;43.834393,4.3742204;PM10;EEA France;µg/m³;2.27;2017-05-03T22:00:00+02:00;Nîmes;CA de Nîmes Métropole;GARD;OCCITANIE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - HAMEAU;43.3078,-0.32277817;NO2;EEA France;µg/m³;8.0;2017-05-25T12:00:00+02:00;Bizanos;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
Mayenne;France - Mayenne - FR23123;48.06941,-0.76769215;NO2;EEA France;µg/m³;2.8;2020-04-28T20:00:00+02:00;Laval;CA Laval Agglomération;MAYENNE;PAYS DE LA LOIRE
Loire-Atlantique;France - Loire-Atlantique - FR23140;47.20439,-1.5528278;PM10;EEA France;µg/m³;11.4;2020-04-28T20:00:00+02:00;Nantes;Nantes Métropole;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
Pas-de-Calais;France - Pas-de-Calais - FR28033;50.489704,2.6664243;PM10;EEA France;µg/m³;21.2;2020-04-28T17:00:00+02:00;Verquigneul;CA de Béthune-Bruay, Artois-Lys Romane;PAS-DE-CALAIS;HAUTS-DE-FRANCE
Landes;France - Landes - FR31041;43.896053,-0.49061668;NO2;EEA France;µg/m³;3.8;2020-04-28T19:00:00+02:00;Mont-de-Marsan;CA Mont-de-Marsan Agglomération;LANDES;NOUVELLE-AQUITAINE
Savoie;France - Savoie - FR33101;45.564735,5.928333;NO2;EEA France;µg/m³;4.9;2020-04-28T19:00:00+02:00;Chambéry;CA du Grand Chambéry;SAVOIE;AUVERGNE-RHONE-ALPES
Hérault;France - Hérault - FR08016;43.591553,3.8868935;PM2.5;EEA France;µg/m³;2.4;2020-04-28T17:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
Haute-Garonne;France - Haute-Garonne - FR12044;43.63402,1.3760034;NO2;EEA France;µg/m³;2.1;2020-04-28T19:00:00+02:00;Blagnac;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
Aisne;France - Aisne - FR18080;49.842823,3.2814379;NO2;EEA France;µg/m³;38.07;2017-12-12T16:00:00+01:00;Saint-Quentin;CA du Saint-Quentinois;AISNE;HAUTS-DE-FRANCE
Oise;France - Oise - FR18089;49.435955,2.084289;PM10;EEA France;µg/m³;11.2;2020-04-28T19:00:00+02:00;Beauvais;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
Rhône;France - Rhône - FR20069;45.774837,4.8985763;PM10;EEA France;µg/m³;9.2;2020-04-28T19:00:00+02:00;Villeurbanne;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Calvados;France - Calvados - FR21001;49.19222,-0.39118308;PM2.5;EEA France;µg/m³;2.7;2020-04-28T19:00:00+02:00;Caen;CU Caen la Mer;CALVADOS;NORMANDIE
ATMO GRAND EST;France - ATMO GRAND EST - Station de FORBACH;49.187405,6.9108653;O3;EEA France;µg/m³;124.8;2017-07-18T22:00:00+02:00;Forbach;CA de Forbach Porte de France;MOSELLE;GRAND EST
AIR PACA;France - AIR PACA - TOULON FOCH;43.126785,5.921937;NO2;EEA France;µg/m³;18.75;2017-07-18T22:00:00+02:00;Toulon;Métropole Toulon-Provence-Méditerranée;VAR;PROVENCE-ALPES-COTE D'AZUR
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - VILLEFRANCHE Village;45.9864,4.719281;PM10;EEA France;µg/m³;12.35;2017-05-25T12:00:00+02:00;Villefranche-sur-Saône;CA Villefranche Beaujolais Saône;RHONE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - Valence Périurb. Sud;44.870262,4.876289;O3;EEA France;µg/m³;5.5;2016-12-05T02:00:00+01:00;Portes-lès-Valence;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Vesoul Pres Caillet;47.620014,6.15761;PM10;EEA France;µg/m³;17.1;2017-07-18T22:00:00+02:00;Vesoul;CA de Vesoul;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Le Rondeau;45.158382,5.703763;NO2;EEA France;µg/m³;55.7;2017-07-17T09:00:00+02:00;Échirolles;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MARMANDE;44.508667,0.14250335;PM10;EEA France;µg/m³;29.0;2017-07-18T22:00:00+02:00;Marmande;CA Val de Garonne Agglomération;LOT-ET-GARONNE;NOUVELLE-AQUITAINE
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - MAZAGRAN;48.06941,-0.76769215;O3;EEA France;µg/m³;79.58;2017-05-25T12:00:00+02:00;Laval;CA Laval Agglomération;MAYENNE;PAYS DE LA LOIRE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Maubeuge Joyeuse;50.279377,3.9769137;PM10;EEA France;µg/m³;14.2;2017-05-25T10:00:00+02:00;Maubeuge;CA Maubeuge Val de Sambre;NORD;HAUTS-DE-FRANCE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Montfaucon;47.234592,6.076474;O3;EEA France;µg/m³;94.48;2017-05-25T12:00:00+02:00;Montfaucon;CA du Grand Besançon;DOUBS;BOURGOGNE-FRANCHE-COMTE
AIR NORMAND;France - AIR NORMAND - Moult proximitO;49.11719,-0.16966571;PM2.5;EEA France;µg/m³;1.5;2017-07-18T17:00:00+02:00;Moult-Chicheboville;CC Val Ès Dunes;CALVADOS;NORMANDIE
AIR PACA;France - AIR PACA - Port de Bouc EDF;43.41393,4.9858027;SO2;EEA France;µg/m³;4.5;2016-12-05T18:00:00+01:00;Port-de-Bouc;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ORAMIP;France - ORAMIP - ALBI DELMAS;43.928085,2.1461112;PM10;EEA France;µg/m³;17.55;2017-07-17T20:00:00+02:00;Albi;CA de l'Albigeois (C2a);TARN;OCCITANIE
AIRPARIF;France - AIRPARIF - ARGENTEUIL;48.951405,2.2236087;NO2;EEA France;µg/m³;25.5;2017-07-18T21:00:00+02:00;Argenteuil;Métropole du Grand Paris;VAL-D'OISE;ILE-DE-FRANCE
ATMO OCCITANIE;France - ATMO OCCITANIE - BELESTA EN LAURAGAIS;43.441395,1.8219451;O3;EEA France;µg/m³;127.35;2017-07-17T20:00:00+02:00;Bélesta-en-Lauragais;CC Lauragais Revel Sorezois;HAUTE-GARONNE;OCCITANIE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BRIVE - Dalton;45.15876,1.537224;O3;EEA France;µg/m³;78.73;2017-05-25T12:00:00+02:00;Brive-la-Gaillarde;CA du Bassin de Brive;CORREZE;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BRIVE - Dalton;45.15876,1.537224;NO2;EEA France;µg/m³;5.4;2017-07-18T22:00:00+02:00;Brive-la-Gaillarde;CA du Bassin de Brive;CORREZE;NOUVELLE-AQUITAINE
AIR NORMAND;France - AIR NORMAND - Base loisirs Poses;49.304867,1.2143695;O3;EEA France;µg/m³;148.53;2017-07-18T22:00:00+02:00;Val-de-Reuil;CA Seine Eure;EURE;NORMANDIE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Bethune Stade;50.535404,2.635693;NO2;EEA France;µg/m³;11.95;2017-05-25T12:00:00+02:00;Béthune;CA de Béthune-Bruay, Artois-Lys Romane;PAS-DE-CALAIS;HAUTS-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Bourgoin-Jallieu;45.60824,5.270874;NO2;EEA France;µg/m³;3.55;2017-07-17T20:00:00+02:00;Bourgoin-Jallieu;CA Porte de l'Isère (C.A.P.I);ISERE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Bourgoin-Jallieu;45.60824,5.270874;PM10;EEA France;µg/m³;10.3;2017-07-17T20:00:00+02:00;Bourgoin-Jallieu;CA Porte de l'Isère (C.A.P.I);ISERE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - ChambOry Trafic;45.56945,5.9329863;PM10;EEA France;µg/m³;13.38;2017-05-25T12:00:00+02:00;Chambéry;CA du Grand Chambéry;SAVOIE;AUVERGNE-RHONE-ALPES
AIR NORMAND;France - AIR NORMAND - Evreux  Boulevard de Normandie;49.020203,1.1387135;PM2.5;EEA France;µg/m³;38.5;2016-12-04T19:00:00+01:00;Évreux;CA Evreux Portes de Normandie;EURE;NORMANDIE
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02021;43.331394,5.117774;O3;EEA France;µg/m³;46.8;2020-04-22T09:00:00+02:00;Sausset-les-Pins;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Bouches-du-Rhône;France - Bouches-du-Rhône - FR03043;43.3061,5.3957934;PM2.5;EEA France;µg/m³;3.7;2020-04-28T20:00:00+02:00;Marseille;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Paris;France - Paris - FR04143;48.858997,2.3509989;O3;EEA France;µg/m³;23.0;2019-09-23T10:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
Seine-Maritime;France - Seine-Maritime - FR05084;49.493343,0.57185316;CO;EEA France;µg/m³;153.0;2020-04-28T20:00:00+02:00;Port-Jérôme-sur-Seine;CA Caux Seine Agglo;SEINE-MARITIME;NORMANDIE
Aube;France - Aube - FR14031;48.301674,4.076941;PM10;EEA France;µg/m³;9.8;2020-04-28T19:00:00+02:00;Troyes;CA Troyes Champagne Métropole;AUBE;GRAND EST
Bas-Rhin;France - Bas-Rhin - FR16029;48.610332,7.781629;NO2;EEA France;µg/m³;4.2;2020-04-28T19:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
Bas-Rhin;France - Bas-Rhin - FR16034;48.59043,7.744987;SO2;EEA France;µg/m³;2.7;2018-09-28T10:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
Ille-et-Vilaine;France - Ille-et-Vilaine - FR19002;48.108654,-1.665764;NO2;EEA France;µg/m³;6.9;2020-04-28T20:00:00+02:00;Rennes;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
Côtes-d'Armor;France - Côtes-d'Armor - FR19061;48.51349,-2.7495275;O3;EEA France;µg/m³;67.0;2020-04-28T20:00:00+02:00;Saint-Brieuc;CA Saint-Brieuc Armor Agglomération;COTES-D'ARMOR;BRETAGNE
Rhône;France - Rhône - FR20031;45.7078,4.8644;SO2;EEA France;µg/m³;0.1;2018-01-19T01:00:00+01:00;Saint-Fons;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Rhône;France - Rhône - FR20045;45.731716,4.9802957;O3;EEA France;µg/m³;4.2;2018-09-27T08:00:00+02:00;Genas;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
Rhône;France - Rhône - FR20069;45.774837,4.8985763;CO;EEA France;µg/m³;193.0;2020-04-28T19:00:00+02:00;Villeurbanne;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Calvados;France - Calvados - FR21019;49.151695,-0.3527783;O3;EEA France;µg/m³;85.7;2020-04-28T20:00:00+02:00;Ifs;CU Caen la Mer;CALVADOS;NORMANDIE
Moselle;France - Moselle - FR22054;49.187405,6.9108653;PM2.5;EEA France;µg/m³;2.8;2020-04-20T20:00:00+02:00;Forbach;CA de Forbach Porte de France;MOSELLE;GRAND EST
AIRPARIF;France - AIRPARIF - GENNEVILLIERS;48.92969,2.2947195;NO2;EEA France;µg/m³;29.0;2017-07-18T21:00:00+02:00;Gennevilliers;Métropole du Grand Paris;HAUTS-DE-SEINE;ILE-DE-FRANCE
AIR LORRAINE;France - AIR LORRAINE - L Hôpital - Mairie;49.15839,6.7316604;NO2;EEA France;µg/m³;30.65;2016-12-05T18:00:00+01:00;L'Hôpital;CA Saint-Avold Synergie;MOSELLE;GRAND EST
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - LA MEGRETAIS;47.32284,-2.0398495;SO2;EEA France;µg/m³;38.73;2017-03-28T18:00:00+02:00;Donges;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
ATMO GRAND EST;France - ATMO GRAND EST - LA TOUR;48.301674,4.076941;NO2;EEA France;µg/m³;15.13;2017-07-18T22:00:00+02:00;Troyes;CA Troyes Champagne Métropole;AUBE;GRAND EST
Seine-Maritime;France - Seine-Maritime - FR25036;49.442436,1.0936899;PM2.5;EEA France;µg/m³;10.7;2020-04-27T15:00:00+02:00;Rouen;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
Seine-Maritime;France - Seine-Maritime - FR25036;49.442436,1.0936899;SO2;EEA France;µg/m³;1.58;2018-01-08T14:00:00+01:00;Rouen;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
Eure;France - Eure - FR25039;49.02132,1.1483164;O3;EEA France;µg/m³;65.8;2020-04-28T20:00:00+02:00;Évreux;CA Evreux Portes de Normandie;EURE;NORMANDIE
Loire;France - Loire - FR29429;45.533405,4.6239433;NO2;EEA France;µg/m³;11.5;2020-04-28T19:00:00+02:00;Rive-de-Gier;Saint-Etienne Métropole;LOIRE;AUVERGNE-RHONE-ALPES
Lot-et-Garonne;France - Lot-et-Garonne - FR31032;44.192238,0.62388897;O3;EEA France;µg/m³;1.1;2018-12-27T08:00:00+01:00;Agen;CA d'Agen;LOT-ET-GARONNE;NOUVELLE-AQUITAINE
Indre;France - Indre - FR34057;46.942966,2.003261;PM2.5;EEA France;µg/m³;1.5;2020-04-28T20:00:00+02:00;Issoudun;CC du Pays d'Issoudun;INDRE;CENTRE-VAL DE LOIRE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MARMANDE;44.508667,0.14250335;NO2;EEA France;µg/m³;9.75;2017-07-18T22:00:00+02:00;Marmande;CA Val de Garonne Agglomération;LOT-ET-GARONNE;NOUVELLE-AQUITAINE
AIR PACA;France - AIR PACA - MARSEILLE RABATAU;43.27635,5.397671;NO2;EEA France;µg/m³;89.0;2017-07-18T22:00:00+02:00;Marseille;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MOURENX;43.37692,-0.609444;NO2;EEA France;µg/m³;7.0;2017-07-18T22:00:00+02:00;Mourenx;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Montferrand;45.797264,3.1138303;PM10;EEA France;µg/m³;13.18;2017-05-25T12:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
ASPA;France - ASPA - Mulhouse Sud 2;47.73741,7.3090796;O3;EEA France;µg/m³;143.95;2017-07-18T22:00:00+02:00;Mulhouse;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - P. Roth St Quentin;49.851337,3.2839983;PM10;EEA France;µg/m³;30.48;2017-07-18T22:00:00+02:00;Saint-Quentin;CA du Saint-Quentinois;AISNE;HAUTS-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Paray le Fresil;46.652645,3.6006632;PM10;EEA France;µg/m³;13.38;2017-07-18T22:00:00+02:00;Paray-le-Frésil;CA Moulins Communauté;ALLIER;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Rageade;45.104702,3.2773595;O3;EEA France;µg/m³;79.48;2017-05-25T12:00:00+02:00;Rageade;CC Hautes Terres;CANTAL;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Riom;45.894196,3.115052;O3;EEA France;µg/m³;110.88;2017-07-18T22:00:00+02:00;Riom;CA Riom Limagne et Volcans;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
GWAD'AIR;France - GWAD'AIR - ST de Baie mahault;16.256104,-61.590294;NO2;EEA France;µg/m³;5.63;2017-07-18T00:00:00+02:00;Baie-Mahault;CA Cap Excellence;GUADELOUPE;GUADELOUPE
ATMO PICARDIE;France - ATMO PICARDIE - St Pierre Amiens;49.902515,2.304601;PM10;EEA France;µg/m³;22.0;2017-07-18T21:00:00+02:00;Amiens;CA Amiens Métropole;SOMME;HAUTS-DE-FRANCE
ATMO GRAND EST;France - ATMO GRAND EST - St-Nicolas;48.633316,6.304826;SO2;EEA France;µg/m³;4.18;2017-05-25T12:00:00+02:00;Saint-Nicolas-de-Port;CC des Pays du Sel et du Vermois;MEURTHE-ET-MOSELLE;GRAND EST
ORA;France - ORA - Station Luther King;-21.334423,55.459023;PM2.5;EEA France;µg/m³;13.5;2017-07-17T11:00:00+02:00;Saint-Pierre;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
AIR LORRAINE;France - AIR LORRAINE - Thionville-Centre;49.358315,6.156945;PM10;EEA France;µg/m³;22.93;2017-07-18T21:00:00+02:00;Thionville;CA Portes de France-Thionville;MOSELLE;GRAND EST
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - VICTOR HUGO;47.20439,-1.5528278;PM2.5;EEA France;µg/m³;9.88;2017-05-25T12:00:00+02:00;Nantes;Nantes Métropole;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Valenciennes Acacias;50.35853,3.508038;NO2;EEA France;µg/m³;13.58;2017-07-18T22:00:00+02:00;Valenciennes;CA Valenciennes Métropole;NORD;HAUTS-DE-FRANCE
AIR LORRAINE;France - AIR LORRAINE - Atton;48.886414,6.093614;NO2;EEA France;µg/m³;8.73;2017-03-28T18:00:00+02:00;Atton;CC du Bassin de Pont-à-Mousson;MEURTHE-ET-MOSELLE;GRAND EST
QUALITAIR CORSE;France - QUALITAIR CORSE - BASTIA SAINT NICOLAS;42.70007,9.451804;NO2;EEA France;µg/m³;51.43;2017-07-17T20:00:00+02:00;Bastia;CA de Bastia;HAUTE-CORSE;CORSE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BILLERE;43.310806,-0.3911112;PM2.5;EEA France;µg/m³;10.25;2017-07-18T22:00:00+02:00;Billère;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Beaulieu;45.769012,3.155;PM10;EEA France;µg/m³;30.55;2017-07-18T22:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
AIRAQ;France - AIRAQ - Biarritz-hippodrome;43.47022,-1.5538429;NO2;EEA France;µg/m³;11.0;2017-05-25T12:00:00+02:00;Biarritz;CA du Pays Basque;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
LIG'AIR;France - LIG'AIR - Bourges-Baffier;47.07503,2.4071796;PM10;EEA France;µg/m³;16.78;2017-07-17T20:00:00+02:00;Bourges;CA Bourges Plus;CHER;CENTRE-VAL DE LOIRE
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - CHALONS;48.9622,4.36;SO2;EEA France;µg/m³;1.93;2017-05-25T12:00:00+02:00;Châlons-en-Champagne;CA de Châlons-en-Champagne;MARNE;GRAND EST
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - CHAMBERY LE HAUT;45.596676,5.918613;NO2;EEA France;µg/m³;1.88;2017-05-25T12:00:00+02:00;Chambéry;CA du Grand Chambéry;SAVOIE;AUVERGNE-RHONE-ALPES
AIR C.O.M. (CALVADOS, ORNE, MANCHE);France - AIR C.O.M. (CALVADOS, ORNE, MANCHE) - Caen Vaucelles;49.17525,-0.35361102;CO;EEA France;µg/m³;122.5;2017-05-25T12:00:00+02:00;Caen;CU Caen la Mer;CALVADOS;NORMANDIE
AIR LORRAINE;France - AIR LORRAINE - SCHOENECK (19);49.22039,6.9258313;O3;EEA France;µg/m³;109.53;2017-07-18T22:00:00+02:00;Schœneck;CA de Forbach Porte de France;MOSELLE;GRAND EST
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Salome Ecoles;50.532036,2.8389997;PM10;EEA France;µg/m³;35.48;2017-07-18T22:00:00+02:00;Salomé;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - St DIZIER L. Michel;48.64584,4.9661117;PM2.5;EEA France;µg/m³;15.05;2017-04-13T18:00:00+02:00;Saint-Dizier;CA de Saint-Dizier Der et Blaise;HAUTE-MARNE;GRAND EST
ATMOSF'AIR BOURGOGNE;France - ATMOSF'AIR BOURGOGNE - Station TREMOUILLE;47.340252,5.0583324;NO2;EEA France;µg/m³;30.9;2017-07-17T20:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
AIRPARIF;France - AIRPARIF - TREMBLAY-EN-FRANCE;48.955536,2.5752814;O3;EEA France;µg/m³;123.25;2017-07-18T22:00:00+02:00;Tremblay-en-France;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
AIR LORRAINE;France - AIR LORRAINE - Thionville-Centre;49.358315,6.156945;NO2;EEA France;µg/m³;10.48;2017-07-18T21:00:00+02:00;Thionville;CA Portes de France-Thionville;MOSELLE;GRAND EST
LIG'AIR;France - LIG'AIR - Tours pOri-urbaine;47.46945,0.7169436;O3;EEA France;µg/m³;94.7;2017-07-17T20:00:00+02:00;Chanceaux-sur-Choisille;Tours Métropole Val de Loire;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
ATMO PICARDIE;France - ATMO PICARDIE - Trafic Beauvais 1;49.435955,2.084289;PM2.5;EEA France;µg/m³;14.53;2017-07-18T20:00:00+02:00;Beauvais;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Valence POriurb. Sud;44.870262,4.876289;O3;EEA France;µg/m³;143.65;2017-07-17T20:00:00+02:00;Portes-lès-Valence;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
AIR BREIZH;France - AIR BREIZH - Vannes UTA;47.648888,-2.7638915;PM10;EEA France;µg/m³;11.28;2017-07-18T17:00:00+02:00;Vannes;CA Golfe du Morbihan - Vannes Agglomération;MORBIHAN;BRETAGNE
